0.0,1.0,1.0,0.4345312892686604,0.0,0.0,0.015411575213749286,0.0,0.0,0.0
1.0,0.5,0.0,0.4345312892686604,0.0,0.0,0.04098927018018883,1.0,0.0,0.0
0.0,0.5,1.0,0.37170143252073384,0.125,0.0,0.04684488020593009,0.0,0.0,0.0
0.0,1.0,1.0,0.3603920583061074,0.125,0.0,0.030253985132996517,0.5,0.0,0.0
0.0,1.0,1.0,0.4470972606182458,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,0.24604171902488062,0.0,0.0,0.013760683560491965,1.0,0.0,0.0
1.0,0.0,1.0,0.04498617743151546,0.0,0.3333333333333333,0.15977676072337862,1.0,1.0,0.0
0.0,1.0,1.0,0.24604171902488062,0.0,0.0,0.01800600082915438,1.0,0.0,0.0
0.0,0.5,1.0,0.3603920583061074,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0041467705453631576,0.25,0.16666666666666666,0.03758969818624431,0.0,1.0,0.0
0.0,1.0,1.0,0.3603920583061074,0.0,0.0,0.014102260811993537,0.0,0.0,0.0
0.0,1.0,1.0,0.37170143252073384,0.0,0.0,0.014110458666029575,0.0,0.0,0.0
0.0,1.0,0.0,0.3603920583061074,0.375,0.16666666666666666,0.049707687947515,1.0,0.0,0.0
0.0,0.5,1.0,0.38426740387031916,0.125,0.16666666666666666,0.07222738817151159,0.0,0.0,0.0
0.0,0.0,1.0,0.49736114601658704,0.0,0.0,0.05410739813385612,0.0,0.0,1.0
1.0,0.0,0.0,0.2963056044232219,0.375,0.3333333333333333,0.5133418122566507,1.0,0.0,0.0
0.0,1.0,1.0,0.3603920583061074,0.0,0.0,0.014736618564782174,1.0,0.0,0.0
0.0,1.0,1.0,0.5350590600653431,0.0,0.0,0.015712553569072387,1.0,0.0,1.0
0.0,1.0,1.0,0.3603920583061074,0.0,0.0,0.013760683560491965,1.0,0.0,0.0
1.0,0.5,0.0,0.2963056044232219,0.125,0.0,0.050748620223090936,1.0,0.0,0.0
1.0,0.5,1.0,0.4219653179190751,0.0,0.0,0.025374310111545468,1.0,0.0,0.0
0.0,0.5,1.0,0.3088715757728072,0.125,0.0,0.050748620223090936,1.0,0.0,0.0
0.0,1.0,1.0,0.4596632319678311,0.25,0.0,0.015468569817999833,1.0,0.0,0.0
0.0,0.0,1.0,0.3603920583061074,0.0,0.0,0.05410739813385612,0.0,0.0,0.0
